Family,Section_ID,Area_Err_%,Ix_Err_%,Iy_Err_%,XC_Err_mm
CHS,CHS457x8,0.1764,0.0,0.0,0
CHS,CHS457x10,0.2663,0.0,0.0,0
CHS,CHS457x12.5,0.2945,0.0,0.0,0
CHS,CHS457x14.2,0.2745,0.0,0.0,0
CHS,CHS457x16,0.1884,0.0,0.0,0
CHS,CHS457x20,0.1946,0.0,0.0,0
CHS,CHS457x25,0.0459,0.0,0.0,0
CHS,CHS457x30,0.0688,0.0,0.0,0
CHS,CHS457x40,0.0368,0.0,0.0,0
CHS,CHS508x6.3,0.0435,0.0,0.0,0
CHS,CHS508x8,0.3069,0.0,0.0,0
CHS,CHS508x10,0.249,0.0,0.0,0
CHS,CHS508x12.5,0.2542,0.0,0.0,0
CHS,CHS508x14.2,0.0903,0.0,0.0,0
CHS,CHS508x16,0.0838,0.0,0.0,0
CHS,CHS508x20,0.1641,0.0,0.0,0
CHS,CHS508x25,0.0514,0.0,0.0,0
CHS,CHS508x30,0.15,0.0,0.0,0
CHS,CHS508x40,0.0221,0.0,0.0,0
CHS,CHS508x50,0.0189,0.0,0.0,0
CHS,CHS610x6.3,0.3668,0.0,0.0,0
CHS,CHS610x8,0.1578,0.0,0.0,0
CHS,CHS610x10,0.2233,0.0,0.0,0
CHS,CHS610x12.5,0.1943,0.0,0.0,0
CHS,CHS610x14.2,0.1191,0.0,0.0,0
CHS,CHS610x16,0.1816,0.0,0.0,0
CHS,CHS610x20,0.1188,0.0,0.0,0
CHS,CHS610x25,0.0596,0.0,0.0,0
CHS,CHS610x30,0.1065,0.0,0.0,0
CHS,CHS610x40,0.0006,0.0,0.0,0
CHS,CHS610x50,0.0804,0.0,0.0,0
CHS,CHS711x6.3,0.301,0.0,0.0,0
CHS,CHS711x8,0.2191,0.0,0.0,0
CHS,CHS711x10,0.0624,0.0,0.0,0
CHS,CHS711x12.5,0.0694,0.0,0.0,0
CHS,CHS711x14.2,0.0894,0.0,0.0,0
CHS,CHS711x16,0.0587,0.0,0.0,0
CHS,CHS711x20,0.0014,0.0,0.0,0
CHS,CHS711x25,0.0804,0.0,0.0,0
CHS,CHS711x30,0.067,0.0,0.0,0
CHS,CHS711x40,0.016,0.0,0.0,0
CHS,CHS711x50,0.0116,0.0,0.0,0
CHS,CHS711x60,0.0315,0.0,0.0,0
CHS,CHS762x6,0.3878,0.0,0.0,0
CHS,CHS762x6.3,0.3278,0.0,0.0,0
CHS,CHS762x8,0.3027,0.0,0.0,0
CHS,CHS762x10,0.0648,0.0,0.0,0
CHS,CHS762x12.5,0.0714,0.0,0.0,0
CHS,CHS762x14.2,0.1604,0.0,0.0,0
CHS,CHS762x16,0.0454,0.0,0.0,0
CHS,CHS762x20,0.0054,0.0,0.0,0
CHS,CHS762x25,0.068,0.0,0.0,0
CHS,CHS762x30,0.0555,0.0,0.0,0
CHS,CHS762x40,0.008,0.0,0.0,0
CHS,CHS762x50,0.0038,0.0,0.0,0
CHS,CHS813x8,0.1175,0.0,0.0,0
CHS,CHS813x10,0.0669,0.0,0.0,0
CHS,CHS813x12.5,0.0731,0.0,0.0,0
CHS,CHS813x14.2,0.058,0.0,0.0,0
CHS,CHS813x16,0.1359,0.0,0.0,0
CHS,CHS813x20,0.0113,0.0,0.0,0
CHS,CHS813x30,0.0456,0.0,0.0,0
CHS,CHS914x8,0.1705,0.0,0.0,0
CHS,CHS914x10,0.0402,0.0,0.0,0
CHS,CHS914x12.5,0.035,0.0,0.0,0
CHS,CHS914x14.2,0.0611,0.0,0.0,0
CHS,CHS914x16,0.045,0.0,0.0,0
CHS,CHS914x20,0.0905,0.0,0.0,0
CHS,CHS914x25,0.0088,0.0,0.0,0
CHS,CHS914x30,0.0221,0.0,0.0,0
CHS,CHS1016x8,0.0934,0.0,0.0,0
CHS,CHS1016x10,0.0262,0.0,0.0,0
CHS,CHS1016x12.5,0.0215,0.0,0.0,0
CHS,CHS1016x14.2,0.0605,0.0,0.0,0
CHS,CHS1016x16,0.1088,0.0,0.0,0
CHS,CHS1016x20,0.0713,0.0,0.0,0
CHS,CHS1016x25,0.0022,0.0,0.0,0
CHS,CHS813x25,0.0573,0.0,0.0,0
CHS,CHS1016x30,0.0097,0.0,0.0,0
CHS,CHS1067x10,0.0202,0.0,0.0,0
CHS,CHS1067x12.5,0.0157,0.0,0.0,0
CHS,CHS1067x14.2,0.1123,0.0,0.0,0
CHS,CHS1067x16,0.0148,0.0,0.0,0
CHS,CHS1067x20,0.063,0.0,0.0,0
CHS,CHS1067x25,0.0069,0.0,0.0,0
CHS,CHS1067x30,0.0044,0.0,0.0,0
CHS,CHS1168x10,0.0961,0.0,0.0,0
CHS,CHS1168x12.5,0.0922,0.0,0.0,0
CHS,CHS1168x14.2,0.095,0.0,0.0,0
CHS,CHS1168x16,0.0301,0.0,0.0,0
CHS,CHS1168x20,0.0028,0.0,0.0,0
CHS,CHS1168x25,0.0724,0.0,0.0,0
CHS,CHS1219x10,0.0879,0.0,0.0,0
CHS,CHS1219x12.5,0.0841,0.0,0.0,0
CHS,CHS1219x16,0.0908,0.0,0.0,0
CHS,CHS1219x14.2,0.0471,0.0,0.0,0
CHS,CHS1219x20,0.0068,0.0,0.0,0
CHS,CHS1219x25,0.0652,0.0,0.0,0
